store_id,ingredient_id,quantity
korea-house-concord,23531,43
yo-sushi-martinez,29529,137
lulus-kitchen-concord,96493,15
pho-hoa-an-pleasant-hill,68193,18
saigon-bistro-restaurant-pittsburg,86645,140
pho-lee-hoa-phat-pittsburg-5,31231,131
viet-nam-noodle-house-antioch-4,57630,98
little-hearty-noodle-moraga-2,12547,3
bubble-loca-richmond,56018,107
ten-ren-tea-co-richmond,44305,15
tala-coffee-and-tea-el-cerrito-2,65431,145
sharetea-san-rafael-3,9202,27
tpartea-boba-drinks-and-banh-mi-san-rafael-3,13146,4
sunny-day-sweet-house-richmond,43052,7
aloha-pure-water-shaved-ice-san-pablo,25812,139
world-wrapps-corte-madera-7,39280,68
quickly-el-cerrito,70487,150
tay-tah-cafe-albany,43959,124
sweetheart-cafe-berkeley,8431,92
teaone-berkeley-berkeley,97284,128
quickly-kobe-bento-richmond-2,83832,100
quickly-san-rafael,8686,48
sivans-cafe-hayward,83509,102
honey-bear-smoothie-tea-and-dessert-hayward,30811,25
sharetea-san-ramon,64678,46
t4-castro-valley,5776,59
quickly-hayward,50126,110
8-twelve-oriental-market-san-leandro,99285,4
polaris-ice-cream-rolls-hayward,78290,83
milkcow-castro-valley,44744,58
satori-tea-company-saratoga,46766,61
creative-sips-san-jose,27174,137
saratoga-bagels-saratoga,85533,35
snowflake-san-jose,95312,66
steepers-campbell,91573,75
yodo-yogurt-campbell,95192,65
caffé-central-santa-clara,75235,15
bar-code-santa-clara,35598,53
jovie-coffee-and-pho-campbell,64394,146
tous-les-jours-santa-clara,83638,122
menchies-frozen-yogurt-vallejo,18915,110
starbread-bakery-vallejo,13194,35
pho-1-vallejo,7301,123
sunshine-bakery-vallejo-3,52596,27
original-red-onion-vallejo-2,70895,75
yo-sushi-vallejo-2,27633,53
midori-japanese-cuisine-vallejo,26747,84
pho-lee-hoa-phat-vallejo-2,80013,58
pho-saigon-village-noodle-house-vallejo,22941,93
pho-lee-hoa-phat-2-vallejo-3,87541,31
chowking-vallejo,24548,41
tacos-jalisco-vallejo,96464,56
menchies-frozen-yogurt-belmont-2,54327,12
fashion-wok-foster-city,6704,62
pho-new-saigon-foster-city,53562,147
hongry-kong-belmont-2,40468,88
marina-food-san-mateo,32525,148
cooking-papa-restaurant-foster-city,39315,42
sheng-kee-bakery-san-mateo-2,25184,26
eat-on-monday-mountain-view-3,36505,40
pho-little-saigon-san-mateo,78323,50
myung-dong-tofu-cabin-san-mateo,59502,147
bagel-street-cafe-redwood-city,12827,107
east-14th-bakery-and-cafe-san-leandro-3,87308,96
tapioca-express-san-leandro,55028,98
quickly-san-leandro,48811,139
sweethoney-dessert-san-leandro-3,19919,114
hanoi-chicken-noodle-san-leandro,62064,123
loving-tea-san-leandro,74498,73
cafe-sorriso-san-leandro,96892,20
d-t-dim-sum-and-tea-san-leandro,90168,140
milk-and-cookie-bar-castro-valley-3,15059,42
sweet-dee-cupcakes-and-snow-ice-san-leandro,5942,123
quickly-san-lorenzo,92526,31
tapioca-express-alameda,90003,139
leisure-cafe-san-leandro-2,47191,105
quickly-castro-valley,69847,53
china-kitchen-express-san-leandro,70124,9
pho-an-hoa-san-leandro,31355,128
tuttimelon-alameda,30872,94
banh-mi-ba-le-oakland,99703,81
pokeatery-castro-valley,48398,136
hot-spot-alameda,51586,130
worlds-fare-donuts-hayward,34134,90
taqueria-los-pericos-san-leandro,47309,131
pho-anh-ha-san-leandro,44230,146
craw-station-san-leandro,85440,89
r-and-d-cafe-san-lorenzo,67634,132
munch-hayward,47620,134
foodnet-supermarket-san-leandro-2,77806,106
yo-bowl-hayward,96772,132
yogurt-hill-hayward-4,10368,21
alohana-hawaiian-grill-san-leandro,19061,132
99-tea-house-fremont-2,21173,50
one-tea-fremont-2,79970,92
royaltea-usa-fremont,17146,135
teco-tea-and-coffee-bar-fremont,63105,42
t-lab-fremont-3,20447,90
q-tea-monster-newark,9398,36
gong-cha-fremont,52653,99
happy-lemon-fremont-2,20360,96
factory-tea-bar-fremont-2,53658,137
super-cue-cafe-fremont,77951,6
milk-and-honey-cafe-fremont,37973,132
tea-island-fremont-2,38747,85
taro-taro-dessert-and-tea-house-fremont,40647,38
i-tea-fremont-2,62916,123
i-tea-newark,78129,17
sharetea-fremont-2,67369,33
urbain-tea-fremont,61756,60
mandro-teahouse-newark-3,6164,12
gong-cha-newark,16981,142
tea-six-fremont-2,96901,3
tata-teahouse-fremont-2,62986,90
tea-station-newark,40171,65
sno-crave-tea-house-fremont,98263,53
boba-queen-fremont,18424,127
t4-tea-fremont-2,13147,128
boba-fitt-drinks-union-city,27939,108
sweet-home-cafe-fremont-2,9728,67
tea-era-mountain-view-2,44377,119
teaspoon-los-altos,45256,102
t4-fremont-8,99246,115
my-delights-fremont,79955,61
t4-fremont-3,95034,122
sno-crave-teahouse-union-city,80038,67
sharetea-union-city-3,93882,14
tastea-san-jose-2,74801,86
i-tea-castro-valley,49077,109
caface-newark-2,98065,65
tea-villa-milpitas,35134,101
mr-green-bubble-union-city,25694,95
pop-tea-bar-palo-alto-2,5469,37
i-tea-milpitas,80868,53
joy-4-tea-union-city,82795,150
sweet-coco-fremont-3,89605,134
icy-blue-fremont,79407,42
teatop-milpitas,21576,67
ten-ren-tea-co-of-milpitas-milpitas,34719,145
fantasia-coffee-and-tea-milpitas-2,20270,146
tapioca-express-union-city-2,17788,80
gong-cha-palo-alto,18299,8
sharetea-san-leandro-3,16350,73
boba-guys-san-francisco-6,13657,59
boba-guys-san-francisco-4,10422,13
wonderful-dessert-and-cafe-san-francisco-2,98438,62
little-sweet-san-francisco-10,98268,43
teaspoon-san-francisco,63876,11
boba-guys-san-francisco-10,50341,80
i-tea-san-francisco-3,61124,12
boba-guys-san-francisco-7,9908,77
plentea-san-francisco-san-francisco,40705,33
steap-tea-bar-san-francisco-3,92724,136
purple-kow-san-francisco-2,21884,9
omg-tea-san-francisco,26048,145
asha-tea-house-san-francisco,9404,35
super-cue-cafe-san-francisco,91283,49
boba-guys-san-francisco-15,76214,31
infinitea-san-francisco,12940,103
steep-san-francisco-2,15512,105
mr-t-cafe-san-francisco,64553,130
tpumps-san-francisco,68131,25
tj-cups-san-francisco-5,22211,115
wondertea-san-francisco-4,87870,111
the-boba-shop-san-francisco-4,98075,9
steep-creamery-and-tea-san-francisco,48924,34
bubblecup-san-francisco-2,35260,101
sweet-a-little-san-francisco-12,43324,128
tea-hut-san-francisco-2,80488,63
i-tea-san-francisco-2,56456,67
tancca-san-francisco-3,53530,140
sharetea-san-francisco-3,24783,16
mi-tea-san-francisco,13772,52
bb-tea-station-san-francisco-3,97524,69
tea-fm-san-francisco-3,50366,26
keep-it-san-francisco-6,62885,124
mr-and-mrs-tea-house-san-francisco,20207,61
e-tea-san-francisco,51758,3
gosu-san-francisco,27531,110
homeplate-boba-san-francisco,54421,16
cuppa-san-francisco,61087,2
super-cue-cafe-san-francisco-2,6663,11
puppy-bobar-san-francisco,59907,75
cool-tea-bar-san-francisco-4,96898,103
little-heaven-deli-san-francisco,11003,45
5-sweets-san-francisco,7715,101
good-earth-cafe-san-francisco-2,89415,97
sweethut-san-francisco,63502,87
frostea-daly-city-2,52106,16
teaone-san-francisco-5,24396,106
fifty-fifty-coffee-and-tea-san-francisco,61746,49
honey-creme-and-tea-san-francisco,72511,145
bambu-san-francisco-3,15196,23
i-tea-oakland,82739,87
mr-green-bubble-oakland,8568,66
t-and-bowl-oakland,86741,11
u-cha-berkeley,31544,72
the-sweet-booth-oakland,22170,121
asha-tea-house-berkeley,23327,128
i-tea-alameda,6358,85
t4-oakland,53848,19
wing-man-oakland-3,98717,15
sharetea-berkeley,7548,96
happy-lemon-berkeley-berkeley,88636,98
milk-tea-lab-pleasant-hill,45457,70
boba-ninja-berkeley,53151,81
sharetea-alameda-4,46187,44
purple-kow-berkeley-2,95000,143
teaway-alameda,96996,131
i-tea-walnut-creek-3,27935,88
sweetheart-cafe-oakland,84444,75
gelato-firenze-and-qtea-bar-oakland,86167,34
tea-delight-alameda-2,68780,123
quickly-oakland-4,49620,94
i-tea-san-leandro-2,84921,78
50-tea-oakland,99871,149
tea-press-berkeley-2,25970,50
taiwan-bento-oakland-4,74414,21
u-tea-cafe-oakland,66955,29
t4-alameda-2,63501,74
teazzert-alameda,74350,11
qteabar-oakland,31454,22
the-burrow-brisbane-4,86407,19
sweet-belly-oakland,95093,4
sancha-bar-oakland-3,48844,122
alice-street-bakery-café-oakland-2,66972,21
t4-san-leandro,44524,125
quickly-oakland-5,45084,50
bubble-tea-share-time-berkeley,71355,32
shooting-star-cafe-oakland,47394,110
pekoe-san-jose,58085,121
tea-lyfe-drinks-san-jose-3,40112,133
teahee-san-jose,31542,116
boba-pub-san-jose,82433,37
teaspoon-san-jose-2,15891,87
passion-t-snacks-and-desserts-san-jose,84191,74
pop-up-tea-coffee-and-snacks-san-jose,95961,127
happy-lemon-san-jose-5,81048,150
boba-bar-san-jose-3,40235,96
sinceretea-san-jose-2,8162,67
bobateani-san-jose,74915,143
soyful-desserts-san-jose-2,19644,71
one-tea-san-jose-4,5438,78
i-tea-san-jose,65924,65
the-tea-zone-and-fruit-bar-san-jose,33080,17
createave-cafe-san-jose-4,37570,84
tleaf-teapresso-san-jose-3,67382,4
katea-san-jose,8416,118
teatop-san-jose-2,37294,14
bubbly-san-jose-4,23643,85
vampire-penguin-featuring-jastea-san-jose,16153,29
simply-boba-san-jose,90605,114
happy-lemon-cupertino,88642,71
amor-cafe-and-tea-san-jose,77966,27
shincha-tea-san-jose-3,58512,5
sharetea-santa-clara-3,92086,147
chatime-san-jose-san-jose-3,28362,93
pure-tea-bar-san-jose,88177,19
t-spot-boba-drinks-and-snacks-san-jose,91623,27
meow-tea-san-jose,71738,88
fantasia-coffee-and-tea-san-jose-4,56317,139
monster-boba-cupertino-3,99061,135
teasociety-san-jose,13474,64
bfresh-snacks-and-drinks-san-jose,95758,21
beibay-tea-san-jose,73620,67
gong-cha-san-jose-19,83805,29
sweet-gelato-tea-lounge-san-jose,47162,76
sharetea-san-jose-3,92968,96
gong-cha-san-jose-8,61508,72
soyful-desserts-san-jose-8,21335,147
oooh-san-jose-4,28908,11
the-tea-zone-lounge-san-jose,67660,36
the-moo-bar-santa-clara,31821,92
tapioca-express-san-jose-8,95352,75
purple-kow-san-jose-4,81937,136
heritage-eats-napa,8907,74
yobelle-napa-2,95230,34
morimoto-napa-napa,37199,49
napa-noodles-napa,11849,12
crave-cafe-and-catering-american-canyon,45468,19
quickly-american-canyon-3,65424,24
top-that-frozen-yogurt-sonoma,72420,31
over-the-top-shop-frozen-yogurt-american-canyon,62287,35
sushi-grill-vallejo,59364,116
palm-thai-bistro-fairfield,12656,85
green-bamboo-restaurant-fairfield,83490,5
thai-kitchen-american-canyon,58665,95
sactomofo-sacramento-6,57595,63
westea-pleasanton,56399,122
baotea-cafe-pleasanton-2,13595,140
i-tea-dublin-dublin,80877,75
aroma-tapioca-tea-and-coffee-pleasanton,49592,138
i-tea-pleasanton,51066,84
t4-dublin,52023,121
tea-factory-dublin-2,27154,45
icicles-pleasanton,7107,57
sharetea-dublin-3,88804,118
cafe-tapioca-dublin,78519,79
quickly-pleasanton,99134,114
letea-pleasanton-2,56285,98
tea-breeze-pleasanton,11413,123
360-crepes-pleasanton-3,7169,33
t4-san-ramon-2,22367,60
i-tea-san-ramon-3,28369,54
snowflake-dublin,13834,136
quickly-dublin,44195,72
cafe-taiwan-pleasanton-9,86172,116
cafe-junction-pleasanton-3,72287,136
o-honey-dublin,67247,50
the-mix-creamery-dublin-2,31640,64
tasty-pot-dublin,14603,11
ohana-hawaiian-bbq-of-pleasanton-pleasanton,33546,86
99-ranch-market-pleasanton,5314,132
menchies-frozen-yogurt-dublin,61203,21
blossom-bee-dublin,10423,134
berry-delight-pleasanton,99908,140
new-thai-bistro-pleasanton-2,95603,11
tutti-frutti-frozen-yogurt-dublin,86155,4
kee-wah-bakery-dublin,70775,99
blush-organic-frozen-yogurt-dublin,16392,106
koi-palace-dublin,16258,60
berry-and-berry-yogurt-livermore,37124,52
pho-saigon-city-pleasanton,80277,71
yogurtland-dublin,64591,4
lees-sandwiches-dublin-2,21639,147
osaka-ramen-dublin,53918,24
pho-99-dublin-5,33374,14
tandoori-pizza-dublin,61825,113
halu-shabu-shabu-dublin,84936,85
amakara-dublin,70492,76
pho-saigon-garden-dublin,70034,67
pho-saigon-noodle-house-san-ramon,14569,147
85-c-bakery-cafe-newark,28832,2
blackball-desserts-union-city-union-city,46077,25
tasty-pot-newark,81860,91
icicles-newark,64440,107
che-lo-union-city-2,47842,112
fusion-mix-frozen-yogurt-fremont-2,30401,74
crepe-bar-newark,44360,110
q-cup-fremont,21455,13
bambu-newark-2,81587,47
bambu-union-city-2,21286,110
storm-crepes-newark,40016,124
sweet-orchid-fremont,80426,127
jenjons-cafe-union-city,76856,136
k-pop-cafe-fremont,95485,14
milkcow-fremont-2,47815,66
boba-guys-san-carlos-2,95135,58
teaquation-redwood-city,8493,138
t4-hayward-3,54171,145
sweet-spot-castro-valley,33128,114
teaster-hayward-2,20593,122
sharetea-palo-alto-2,45539,47
chatime-redwood-city-2,27300,128
eko-coffee-bar-and-tea-house-hayward,58509,89
tea-era-cupertino,67000,83
fantasia-coffee-and-tea-cupertino,12338,89
tpumps-cupertino,13452,47
super-cue-cafe-cupertino,64233,2
happy-lemon-cupertino-5,80675,77
ten-ren-tea-cupertino,8362,111
meet-fresh-cupertino,53000,16
hechaa-cupertino-4,21074,112
calibear-cyber-cafe-sunnyvale-6,8003,16
happy-lemon-sunnyvale-2,86268,75
what8ver-express-cupertino-2,43128,38
gong-cha-sunnyvale,68096,61
cafe-lattea-cupertino,30457,132
t4-cupertino-cupertino,5973,96
sharetea-sunnyvale-3,34828,87
tea-chansii-cupertino,28291,34
verde-tea-house-cupertino-2,48710,122
bubble-tea-time-saratoga,58872,43
the-tea-zone-and-fruit-bar-mountain-view,41750,57
teaspoon-santa-clara-7,49321,38
beastea-santa-clara,45026,61
teaspoon-mountain-view,10621,34
tea-annie-mountain-view,41971,103
verde-tea-cafe-mountain-view,34745,97
teafans-sunnyvale,75472,116
85-c-bakery-cafe-san-jose-5,12345,102
matcha-love-san-jose-6,9004,99
bambu-sunnyvale-2,50690,70
icicles-cupertino,88732,63
sunnywich-cafe-sunnyvale,73317,99
ocha-tea-café-and-restaurant-mountain-view-2,83102,148
bubble-bay-tea-santa-clara,7576,74
jazen-tea-san-jose-4,85200,134
comebuy-tea-and-coffee-santa-clara,55406,137
music-tunnel-ktv-cafe-san-jose-2,57585,40
jazen-tea-santa-clara-3,47358,108
butterfly-santa-clara,89364,15
quickly-cupertino,76350,27
california-mochi-santa-clara-4,23053,110
t4-livermore-livermore-2,92990,59
orange-tea-livermore,38719,80
big-fat-straw-cafe-livermore-2,58715,147
donut-wheel-livermore,75669,87
t4-san-ramon-3,79945,136
saigon-cafe-livermore,87159,54
rice-paper-bistro-livermore,54635,2
menchies-frozen-yogurt-livermore,82625,28
la-farfalla-bakery-fremont,45950,77
ice3-creamery-fremont,98782,3
yogurt-shop-danville,33047,106
bean-scene-cafe-fremont-2,64621,141
yogurtland-san-ramon,28817,129
chilly-and-munch-mountain-view,30711,3
jazen-tea-mountain-view-3,94978,74
t4-palo-alto-2,52641,11
pearl-cafe-mountain-view,6833,68
tapioca-express-mountain-view,44080,113
teaspoon-palo-alto-7,20239,93
teaspoon-milpitas,13016,134
teasociety-milpitas,37301,93
t4-milpitas,10576,23
bcute-tea-drinks-and-finger-foods-milpitas-2,86640,41
poke-xpress-milpitas,94628,108
happy-lemon-milpitas-6,98264,60
yummi-tea-cafe-san-jose-3,52798,149
sno-crave-tea-house-milpitas,30811,131
sancha-bar-milpitas,53601,16
chick-and-tea-milpitas-4,45898,147
t4-san-jose,18877,99
queens-cafe-milpitas,77099,61
the-pennywort-san-jose-5,93029,42
bambu-san-jose-9,48315,7
black-pearl-san-jose-2,55614,99
happiness-cafe-san-jose,13349,48
85-c-bakery-cafe-milpitas-2,10627,83
simpletea-milpitas,80639,71
bambu-milpitas-7,92531,62
fantasia-coffee-and-tea-santa-clara,93228,45
shihlin-taiwan-street-snacks-milpitas,37708,143
quickly-milpitas-2,52096,131
honeyberry-san-jose-9,28201,25
aroma-coffee-and-snacks-milpitas,62857,76
teatime-redwood-city,74974,82
comebuy-drinks-redwood-city,64769,133
teaspoon-redwood-city,94911,106
davidstea-palo-alto-2,94000,61
pokélove-palo-alto,49986,138
bare-bowls-palo-alto,84604,142
tea-time-palo-alto,32301,127
chantal-guillon-macarons-and-teas-palo-alto-2,23936,98
happy-donuts-palo-alto,46359,132
quickly-sunnyvale-4,53722,122
fraiche-palo-alto-2,89163,140
quickly-redwood-city,25849,49
coupa-café-palo-alto-3,84748,51
cream-palo-alto-3,32137,40
ohana-express-redwood-city-2,98634,16
yogurtland-palo-alto,82274,61
coupa-café-lytton-palo-alto,80816,125
green-bakery-and-café-los-altos-11,25733,129
wild-berry-yogurt-menlo-park,66109,111
the-posh-bagel-los-altos,19851,139
paris-baguette-palo-alto,91519,109
taza-deli-and-cafe-redwood-city,11134,71
rojoz-gourmet-wraps-palo-alto-2,57188,38
froyola-redwood-city,76441,59
mr-green-bubble-sunnyvale,96715,77
coupa-cafe-green-library-stanford,87202,123
dohatsuten-palo-alto,33574,120
panda-express-mountain-view-2,79497,137
nekter-juice-bar-mountain-view,31962,92
green-leaf-asian-bistro-and-cafe-redwood-city-2,91872,66
koma-sushi-restaurant-menlo-park-3,18804,100
the-axe-and-palm-stanford,94648,13
cocohodo-sunnyvale-2,76372,107
hotpot-first-sunnyvale,62896,76
bean-scene-sunnyvale,60849,1
sharetea-santa-clara-7,94923,97
jazen-tea-santa-clara-santa-clara,85307,103
honeyberry-santa-clara,24555,111
world-wrapps-2-0-santa-clara,26205,35
youji-fresh-rolls-wine-and-tea-santa-clara,79983,27
frozos-frozen-yogurt-santa-clara,7965,17
cool-tea-bar-south-san-francisco-4,31349,122
tiger-tea-and-juice-burlingame-3,48055,115
aqua-club-dessert-and-beverage-san-bruno,93258,118
bobabia-san-mateo,93006,83
happy-lemon-burlingame-4,61356,29
eggettes-south-san-francisco,44102,57
tpumps-burlingame,10437,119
teaspoon-san-mateo,25211,79
cha-express-san-mateo,35942,150
search-tea-millbrae-5,77865,130
tea-world-pacifica,11138,78
t4-millbrae-10,50856,129
i-tea-burlingame-2,60649,136
boba-dude-half-moon-bay,60348,148
eggettes-millbrae-2,46958,66
gong-cha-san-mateo-2,20124,125
bambu-south-san-francisco,44200,61
super-cue-cafe-san-mateo-2,27281,9
bambu-san-mateo-2,79058,145
eggettes-san-mateo,21933,66
chatime-san-mateo-2,92791,39
tpumps-foster-city,82679,95
creme-brewlee-san-mateo-2,59967,108
chatime-foster-city,64388,91
quickly-san-mateo,84059,38
fresh-nation-desserts-san-mateo-2,43108,95
ya-ua-yogurt-and-boba-tea-belmont-2,21254,122
snacks-san-mateo-2,34249,87
dessert-republic-san-mateo,35482,118
mints-and-honey-san-carlos,71759,38
bambu-millbrae-2,25645,66
icicles-san-mateo,31081,93
kingkat-bar-and-eatery-san-mateo-2,91053,76
quickly-burlingame-2,37358,76
antoines-cookie-shop-san-mateo-3,91709,113
quickly-foster-city-3,80576,129
moo-moo-yogurt-foster-city,98847,3
clear-optometry-san-mateo,76266,69
boiling-point-san-mateo,34195,89
cream-san-mateo,88800,77
poke-island-creasian-kitchen-san-mateo,24098,19
waterfront-cafe-burlingame,81549,58
never-too-latte-san-bruno-2,82327,105
jougert-bar-burlingame,29533,37
mini-coffee-san-mateo-2,26031,24
sweet-indulgence-millbrae-3,71861,22
ramen-dojo-san-mateo,25517,62
quickly-millbrae-4,32274,18
bobo-drinks-fairfield-2,10051,115
t4-tea-for-u-fairfield,63352,32
peace-love-and-boba-vacaville,33803,91
halo-halo-bar-and-boba-station-suisun-city,15234,118
quickly-fairfield-3,55482,13
tutti-frutti-fairfield-2,54000,39
sharetea-concord-3,51096,112
i-tea-pittsburg,89315,51
quickly-vallejo-12,46310,55
teazentea-brentwood-3,91952,79
quickly-vacaville,70873,38
mandro-teahouse-davis,86783,130
tapioca-express-vallejo,38632,86
okashi-fusion-vacaville,50883,145
cafe-tapioca-hercules,58507,95
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,84806,8
ontap-davis,28410,127
t4-antioch-12,63042,59
bobaloca-concord-4,96186,115
teabo-café-davis,10469,16
lazi-cow-davis,16560,60
t4-san-pablo-3,16329,78
t4-concord-concord,67062,12
dragon-snow-el-sobrante,77064,89
cj-fusion-fairfield,88446,125
gong-cha-davis,70412,97
suisun-seafood-center-suisun-city,65883,83
teaone-davis,18340,74
quickly-brentwood-brentwood,15654,112
t4-davis-3,55927,109
bangkok-paradise-fairfield,83330,33
easel-davis-2,42689,11
sharetea-davis-davis-2,89011,60
the-old-teahouse-davis-3,64352,13
pho-lee-hoa-phat-fairfield,76416,130
skyview-noodle-and-tea-pittsburg-3,13671,66
noodle-house-fairfield-2,22186,123
sisig-suisun-city-3,42733,4
rrags-caffe-benicia,80363,146
yumygurt-pinole,53093,143
vampire-penguin-brentwood-2,57135,57
going-green-martinez,80243,137
quickly-antioch-2,7428,73
pho-lee-hoa-phat-vacaville,6322,122
ice-monster-walnut-creek,35971,42
t4-walnut-creek,75075,5
chalogy-tea-bar-walnut-creek-4,18196,17
mr-green-bubble-walnut-creek-2,44509,64
cool-tea-bar-danville-4,98225,135
quickly-concord-5,14708,84
quickly-concord,76336,64
t4-and-poke-walnut-creek,50608,55
i-tea-moraga-3,52034,41
panache-caffe-lafayette,13978,10
coco-swirl-pleasant-hill,31586,96
surf-city-squeeze-concord,70597,90
hello-pho-concord,56093,47
harvest-house-concord,31367,83
i-love-teriyaki-and-sushi-concord-2,32769,2
cornology-walnut-creek-3,29760,134
saigon-bistro-concord,64920,61
99-ranch-market-concord-2,67350,72
double-rainbow-cafe-benicia,29609,47
blue-saigon-pittsburg,75100,73
jollibee-concord,28116,130
pho-huynh-hiep-5-kevins-noodle-house-concord,52262,94
pho-lee-hoa-phat-pleasant-hill,28233,127
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,50105,135
smitten-ice-cream-lafayette,32676,55
aung-maylika-benicia-4,21528,54
izzyas-frozen-custard-lafayette-2,85626,5
yogurtland-pleasant-hill,62292,94
golden-bakery-pittsburg,92761,123
tutti-frutti-montclair-oakland,29554,24
tangelo-frozen-yogurt-moraga,36839,65
surf-city-squeeze-antioch,19363,5
lv-vietnamese-pho-and-sandwiches-vallejo,58770,136
korea-house-concord,90582,139
yo-sushi-martinez,84571,44
lulus-kitchen-concord,38175,92
pho-hoa-an-pleasant-hill,79257,138
saigon-bistro-restaurant-pittsburg,38168,135
pho-lee-hoa-phat-pittsburg-5,68026,137
viet-nam-noodle-house-antioch-4,54247,77
little-hearty-noodle-moraga-2,92333,80
bubble-loca-richmond,41351,138
ten-ren-tea-co-richmond,58800,125
tala-coffee-and-tea-el-cerrito-2,22266,44
sharetea-san-rafael-3,59872,100
tpartea-boba-drinks-and-banh-mi-san-rafael-3,79878,11
sunny-day-sweet-house-richmond,90761,106
aloha-pure-water-shaved-ice-san-pablo,72478,124
world-wrapps-corte-madera-7,62361,46
quickly-el-cerrito,80071,83
tay-tah-cafe-albany,18281,21
sweetheart-cafe-berkeley,57631,55
teaone-berkeley-berkeley,24941,141
quickly-kobe-bento-richmond-2,35205,67
quickly-san-rafael,57212,36
sivans-cafe-hayward,73296,81
honey-bear-smoothie-tea-and-dessert-hayward,27176,92
sharetea-san-ramon,59025,137
t4-castro-valley,69075,58
quickly-hayward,27997,38
8-twelve-oriental-market-san-leandro,86439,61
polaris-ice-cream-rolls-hayward,58416,118
milkcow-castro-valley,66493,125
satori-tea-company-saratoga,45087,77
creative-sips-san-jose,13938,20
saratoga-bagels-saratoga,66051,102
snowflake-san-jose,44830,58
steepers-campbell,80455,16
yodo-yogurt-campbell,45017,16
caffé-central-santa-clara,50487,21
bar-code-santa-clara,39376,104
jovie-coffee-and-pho-campbell,85880,102
tous-les-jours-santa-clara,36221,134
menchies-frozen-yogurt-vallejo,48657,91
starbread-bakery-vallejo,20361,124
pho-1-vallejo,22964,67
sunshine-bakery-vallejo-3,38726,21
original-red-onion-vallejo-2,11923,31
yo-sushi-vallejo-2,82409,140
midori-japanese-cuisine-vallejo,82766,53
pho-lee-hoa-phat-vallejo-2,30047,14
pho-saigon-village-noodle-house-vallejo,72289,113
pho-lee-hoa-phat-2-vallejo-3,75548,22
chowking-vallejo,7778,63
tacos-jalisco-vallejo,80738,64
menchies-frozen-yogurt-belmont-2,91774,103
fashion-wok-foster-city,26884,72
pho-new-saigon-foster-city,81852,88
hongry-kong-belmont-2,12087,128
marina-food-san-mateo,70038,68
cooking-papa-restaurant-foster-city,40648,81
sheng-kee-bakery-san-mateo-2,88545,63
eat-on-monday-mountain-view-3,39923,123
pho-little-saigon-san-mateo,93500,105
myung-dong-tofu-cabin-san-mateo,18672,143
bagel-street-cafe-redwood-city,79091,8
east-14th-bakery-and-cafe-san-leandro-3,27824,139
tapioca-express-san-leandro,94566,45
quickly-san-leandro,23313,3
sweethoney-dessert-san-leandro-3,12455,39
hanoi-chicken-noodle-san-leandro,18865,15
loving-tea-san-leandro,29012,18
cafe-sorriso-san-leandro,37578,82
d-t-dim-sum-and-tea-san-leandro,41794,1
milk-and-cookie-bar-castro-valley-3,27297,84
sweet-dee-cupcakes-and-snow-ice-san-leandro,98172,139
quickly-san-lorenzo,10603,3
tapioca-express-alameda,74242,143
leisure-cafe-san-leandro-2,44602,5
quickly-castro-valley,44873,50
china-kitchen-express-san-leandro,61631,15
pho-an-hoa-san-leandro,59963,101
tuttimelon-alameda,24028,79
banh-mi-ba-le-oakland,78101,90
pokeatery-castro-valley,81821,33
hot-spot-alameda,21303,146
worlds-fare-donuts-hayward,80101,101
taqueria-los-pericos-san-leandro,25373,126
pho-anh-ha-san-leandro,65638,140
craw-station-san-leandro,58836,15
r-and-d-cafe-san-lorenzo,72119,125
munch-hayward,61587,149
foodnet-supermarket-san-leandro-2,18315,111
yo-bowl-hayward,89191,125
yogurt-hill-hayward-4,32352,40
alohana-hawaiian-grill-san-leandro,22656,150
99-tea-house-fremont-2,9512,147
one-tea-fremont-2,97871,57
royaltea-usa-fremont,99249,140
teco-tea-and-coffee-bar-fremont,50213,40
t-lab-fremont-3,47980,128
q-tea-monster-newark,75160,99
gong-cha-fremont,74073,19
happy-lemon-fremont-2,86193,124
factory-tea-bar-fremont-2,20140,130
super-cue-cafe-fremont,14368,107
milk-and-honey-cafe-fremont,63576,60
tea-island-fremont-2,92186,27
taro-taro-dessert-and-tea-house-fremont,87030,134
i-tea-fremont-2,66338,6
i-tea-newark,90532,105
sharetea-fremont-2,76689,42
urbain-tea-fremont,8739,79
mandro-teahouse-newark-3,9959,37
gong-cha-newark,90649,77
tea-six-fremont-2,94412,117
tata-teahouse-fremont-2,73883,91
tea-station-newark,17450,57
sno-crave-tea-house-fremont,17587,6
boba-queen-fremont,58856,80
t4-tea-fremont-2,70370,69
boba-fitt-drinks-union-city,73473,98
sweet-home-cafe-fremont-2,71446,119
tea-era-mountain-view-2,88619,43
teaspoon-los-altos,79510,109
t4-fremont-8,44982,44
my-delights-fremont,35263,131
t4-fremont-3,98208,133
sno-crave-teahouse-union-city,74354,2
sharetea-union-city-3,75102,16
tastea-san-jose-2,29067,38
i-tea-castro-valley,43813,141
caface-newark-2,80458,15
tea-villa-milpitas,83366,11
mr-green-bubble-union-city,57931,48
pop-tea-bar-palo-alto-2,78647,23
i-tea-milpitas,12347,149
joy-4-tea-union-city,51284,115
sweet-coco-fremont-3,48814,36
icy-blue-fremont,73330,74
